name,age,zip
Vaughn,42,40180
Einhorn,49,50580
Decker,49,86700
Adams,47,28210
Lavender,55,12260
Roth,41,17170
Goad,53,59127
Morse,39,84410
Cloninger,48,01330
Garcia,38,27320
Perkins,47,44590
Beckler,44,64150
Wiese,42,35320
Ates,40,62450
Halford,50,56530
Pierce,41,52230
Garcia,52,68640
Vance,48,15500
Hutchinson,32,77173
Jacobs,46,73370
Capley,57,86580
Hollendonner,37,21350
Johnson,54,57420
Cogan,28,36330
Jones,46,53230
Degroot,37,32430
Beckett,39,45630
Williams,49,63880
An,33,11160
Moore,41,50150
Blaisdell,51,10240
West,41,78190
Spicer,19,25380
Gates,50,39120
White,56,62190
Meffert,51,14620
Leider,23,29260
Foley,29,50170
Smith,49,14930
Nelson,59,86240
Nadeau,38,88140
Roose,29,05160
Montgomery,42,17240
Pendergrass,34,26240
Davis,51,17150
Cohen,50,14690
Callaghan,47,76340
Lutz,39,68600
Lafleur,56,37370
Arrey,50,32170
Ford,57,88000
Graham,43,26170
Gavin,37,02340
Lee,42,72510
Dowling,34,03210
Heimbach,53,10130
Ortega,47,51530
Williams,55,28240
Wiseman,36,10120
Nalepa,38,63350
Parker,65,34700
Burgos,44,18190
Crowell,48,02210
Wallace,61,60400
Tillotson,59,02860
Fegley,53,65260
Walden,45,23600
Rizzuti,35,38830
Seley,51,63680
Wong,40,27150
Kennedy,45,07000
Maciejewski,59,22260
Moore,38,88170
Fife,42,34400
Habbyshaw,53,79230
Gelinas,37,46160
Rose,40,34230
Fitzpatrick,40,47330
Rilley,45,45370
Schloss,58,76220
Tolliver,51,72270
Woodward,69,16300
Madrid,30,63570
Higgins,54,46310
Williams,54,65600
Jackson,57,25170
Hertel,39,97216
Jacobsen,33,52220
Herms,48,76440
Porada,23,01310
Boudreau,26,69490
Hicks,69,60400
Phillips,44,55230
Cornish,53,62380
Randle,62,88520
Gagnon,32,03150
Gonzales,47,37340
Gault,32,04340
Egbert,62,44640
Mann,26,77450
Madore,48,74470
Marshall,39,31380
Thomas,51,61340
Jensen,47,85150
Garcia,61,31600
Knapp,35,50350
Cole,50,46100
Williams,45,67240
Thomas,47,95710
Ganley,46,03370
Preston,69,85470
Tolson,38,34800
Rezak,55,42610
Jensen,33,66200
Begin,40,55500
Silsby,50,48000
Munoz,48,82240
Dunaway,44,51300
Bonner,52,40120
Sou,36,57400
Collins,74,95650
Heckard,40,39240
Vaccaro,44,64400
Almanza,37,56600
Stollsteimer,39,76750
Perez,38,51290
Caldwell,46,41100
Schwipps,41,55000
Heyes,39,17470
Hudgins,25,09700
Montgomery,44,10150
Cassidy,33,78680
Pherson,38,45290
Bartoszek,32,63122
Bell,53,16190
Kilgore,39,80270
Chin,51,16190
Milton,42,01560
Battle,37,47700
Gailes,57,28260
Martinez,36,06260
Erickson,51,14170
Rushing,41,57340
Omersa,51,17000
Light,39,76230
Ascolese,52,42800
Mitchell,39,10320
Torres,39,57385
Huntsberger,47,37190
Marquess,48,14130
Heffernan,49,27380
Jones,42,89500
Steele,58,02800
Carpenter,33,33430
Lynch,45,57800
Hahn,31,30000
Lewis,48,57070
Wells,53,76220
Ballard,48,15130
Pritchett,45,62850
Todd,49,10220
Swan,44,57480
Jones,49,27680
Prindle,36,56290
Woods,44,63460
Mathews,34,04500
Gray,43,21510
Adams,54,71520
Miller,42,38110
Capps,37,43350
Hall,54,62111
Thompson,50,04200
Barhorst,40,09240
Breslin,69,52300
Brain,26,02160
Lockwood,48,52700
Ulmer,45,62700
Flook,51,86250
Puentes,52,64300
Amador,45,76640
Whaley,39,65300
Brown,63,71140
Modglin,41,46100
Mccabe,30,08360
Sherman,30,80260
Alcorn,32,41120
Anderson,48,20190
Arfman,42,51210
Zimmerman,53,67520
Hiers,52,27500
Avera,50,81120
Wilkinson,55,05160
Jennings,45,12240
Broenneke,36,73500
Miller,59,20124
Dubois,53,51230
Ohlson,50,59400
Toledo,66,20251
Justice,39,51310
Martinez,63,70200
Wilson,37,70160
Palczynski,50,21450
Camacho,34,69550
Miller,55,65190
Ware,35,42110
Coleman,31,98859
Wolff,41,21110
Mckinley,38,88460
Rand,48,53220
Doss,48,50520
Butts,69,27130
Weisenfluh,36,23480
Bowman,72,07140
Vanconant,51,28500
Williams,21,35000
Slater,29,52800
Smith,58,70140
Link,43,34110
Edwards,37,57430
Morris,49,98793
Fischer,39,53290
Smith,56,20240
Ohler,34,52200
Winkelpleck,51,27230
Godfrey,40,88120
Schille,65,57480
Smuin,55,11600
Westervelt,26,52410
Bradfield,31,02000
Zink,62,95570
Weaver,32,63610
Green,20,67260
Williams,60,04270
Kay,42,51310
Perez,26,50480
Booth,45,02370
Hopkins,35,12400
Sutton,47,11230
Hearne,22,86420
Hansen,46,62480
Reichert,50,59145
Bishop,51,08240
Breedlove,27,21190
Kilpatrick,35,49690
Lawson,43,20237
Alfred,42,62130
Darnell,27,32400
Vos,61,25440
Fowler,50,98823
Still,44,39130
Patrick,56,05000
Plunkett,48,26410
Courtright,42,79370
Mitchell,46,34140
Marshall,58,80480
Gearing,28,45470
Bolton,62,74190
Simitian,53,36220
Harrell,19,54210
Brown,42,71510
Born,39,65200
Snyder,60,16400
Maness,32,07200
Simon,45,80340
Doe,41,47220
Boesiger,53,25580
Oldham,59,37190
Sumner,50,71390
Watson,36,17780
Davis,50,86220
Twitty,43,52360
Silva,43,47700
Palmer,44,63530
Branch,46,21330
Figueroa,49,29160
Arena,37,76590
Young,27,14000
Meyer,45,76210
Martinez,45,46350
Deluca,29,39260
Raymer,31,17700
Fielding,49,78560
Hoffman,53,33790
Jones,53,72700
Diaz,33,31230
Tedrick,53,34520
Patillo,50,09800
Kruse,36,67980
Decastro,34,24210
Trammell,77,38160
Emery,34,14340
Willmon,47,12110
Davis,42,40270
Neher,50,88350
Wilder,44,18300
Fernandez,42,27400
Wilhoit,51,57320
Zamora,52,55190
Mcentee,48,11240
Alvarez,26,41800
Beitel,57,89300
Salazar,44,03450
Franklin,47,66540
Hayden,52,33760
Scott,34,20170
March,42,37110
Harker,56,01560
Highley,50,91730
Nash,51,80560
Kohm,71,34800
Schey,42,12260
Cornelison,39,39570
Rowe,48,02350
Talbot,25,08090
Mckissick,49,51460
Hill,44,81630
Kelly,44,15290
Reyna,80,72540
Nolting,40,74540
Guevara,43,57560
Staples,38,33260
Lozano,33,65370
Bailey,46,60190
Liptrot,36,47430
Stephens,45,18110
Sepe,46,67550
Swinford,60,29280
Mcconnell,36,71600
Ortiz,49,70230
Bell,47,16240
Roberson,40,64220
Frost,31,22260
Pereira,60,69380
Williams,38,43270
Nussbaum,44,58190
Dipiano,33,60310
Houseal,58,29390
Tapia,51,37190
Morrison,59,27330
Briley,36,38440
Hart,55,67140
Elliam,30,79300
Biltz,48,18700
Hagler,42,65100
Morris,46,48170
Jessee,43,25170
Batiste,51,42460
Malec,30,91470
Austin,20,71250
Yoder,57,26190
Vincent,40,53250
Zenz,54,67720
Heaton,53,84400
Taylor,62,47360
Hite,31,83560
Kleist,58,81190
Sum,37,15220
Hall,67,71210
Cole,47,30200
Turrentine,42,62111
Bynum,57,02200
Anderson,38,89270
Zavala,47,12420
Schon,37,49250
Green,43,85200
Trimpe,55,57340
Dickerson,50,25170
Adams,36,86250
Bowman,47,55000
Gardner,60,64420
Harkins,51,02350
Boggs,39,02860
Garcia,42,41100
Gilson,32,21440
Morales,43,87100
Moore,52,89310
Chandler,50,67390
Healy,46,57830
Falls,47,72800
Nelson,35,74330
Mckenzie,66,23350
Marks,39,60210
Mizer,38,77184
Isaac,37,50220
Norman,48,23170
Paetzold,36,76280
Ellis,53,60410
Frost,37,41160
Holsinger,43,15400
Leeper,47,87290
Ross,51,49330
Gouge,46,53190
French,48,61330
Garrett,49,71740
Dupree,63,12300
Thomas,36,08320
Campbell,36,01340
Allen,43,14640
Blake,35,16110
Brewer,45,72540
Rener,58,93250
Adcox,57,88460
Weymouth,33,14310
Tyre,60,33190
Blackshire,39,11240
Roehrig,27,47500
Coughlin,37,76300
Rust,38,97480
Dubose,62,57140
Vitale,47,46210
Schmidt,44,33550
Eyer,39,46100
Moore,60,54460
Shipp,44,13400
Rios,37,50480
Thorne,40,64800
Zielinski,55,67360
Gonzalez,67,98790
Reid,49,26160
Marks,44,88240
Yazzie,46,72470
Hart,51,88800
Poole,29,87720
Shrader,51,50570
Speed,48,90600
Rael,59,34570
Cooper,44,62130
Thady,35,76270
Padgett,56,05470
Landres,54,50310
Davis,48,31360
Hohn,28,28360
Bounds,37,24110
Hough,35,46230
Benton,47,02340
Fontenot,21,62000
Mcadory,34,30430
Moralez,44,62550
Flanigan,50,60590
Johnson,44,19430
Skinner,37,98792
Meyers,46,25370
Garcia,69,27150
Himmons,59,68740
Reed,47,45270
Irby,39,32190
Hawkins,48,46210
Oneal,45,91410
Nichols,47,46250
Adams,27,33680
Johnson,44,51530
Wills,63,51380
Pena,48,60119
Layton,35,58490
Tusing,36,49420
Fitzgerald,35,14190
Aumick,57,85520
Wells,61,25140
Newton,42,33390
Ruggles,65,76510
Crum,44,14260
Pegg,49,57290
Vancleave,56,86120
Olewine,37,14330
Templin,39,42130
Adams,32,10400
Griffith,40,67170
Miller,44,51230
Landrum,45,09800
Cohen,41,18140
Wolff,50,70230
Ezell,59,08250
Holcombe,51,02210
Sumner,24,62810
Fairey,47,17500
Hunt,44,49270
Riley,47,55140
Susana,41,47210
Shepherd,49,80560
Jackson,44,16210
Hickey,40,54330
Whitaker,67,51320
Fisher,41,39250
Webber,38,47380
Lino,45,47350
Davis,39,01260
Wade,45,34390
Milne,45,59530
Cada,49,65300
Lyons,58,70200
King,44,66760
Seymour,50,78760
Robards,29,42130
Hope,39,31220
Flanigan,38,39130
Plank,34,33660
Jackson,54,61340
Wright,44,62560
Peace,55,77165
Gray,54,40660
Stafford,44,67130
Barraza,35,57790
Shine,49,26220
Lott,46,11230
Piccoli,21,54710
Jackson,40,21400
Perryman,48,20215
Gilfillan,41,17350
Chicas,52,78960
Russell,49,02210
Stinchcomb,39,76450
David,67,61300
Jerome,48,09120
Angel,39,77090
Cannon,41,41290
Lorenzo,49,72300
Boyce,40,57815
Armstrong,64,55100
Thornton,42,03340
Fisher,59,52310
Acosta,42,67202
Lafollette,47,34270
Martinez,43,41600
Lundquist,45,57810
Chen,59,14130
Trexler,58,64800
Triplett,52,02160
Gunnell,36,90170
Kelly,66,36110
White,49,27160
Volo,52,19290
Joseph,31,52150
Jackson,50,64190
Mccombs,50,50300
Hagens,45,60170
Ramos,43,02120
Roth,52,03430
Craig,73,17800
Battaglia,35,62130
Rutherford,46,51270
Ceballos,46,34270
Paulsen,52,90100
Muraoka,41,28700
Mora,54,27500
Davis,45,01150
Braunstein,44,63380
Johnston,65,28310
Lochen,35,49360
Blair,53,59187
Anderson,49,62450
Frazier,34,48500
Kessinger,62,45340
Galvez,32,21570
Moore,35,69220
Black,44,19290
Gump,35,62150
Allan,44,07160
Garland,43,52320
Bryant,50,14113
Sampley,31,03360
Shea,31,34725
Salazar,50,50170
Shebby,63,57480
Johnson,41,14280
Worthy,30,61440
Fielden,60,35420
Phillips,42,74150
Hawkins,61,82130
Curry,49,66730
Gonzales,34,02610
Burgett,55,64250
Ramos,50,59188
Carlson,51,76280
Cochran,65,59132
Cook,61,41310
Penalosa,53,57340
Tovar,42,49400
Williams,40,44330
Mckeller,49,14350
Bennett,35,62690
Lewis,56,67470
Barker,45,50320
Gresham,30,57590
Jensen,58,29300
Rogalski,41,80120
Oneal,55,21450
Slover,46,11240
Henderson,44,26150
Riccio,33,24800
Doty,54,30430
Baxter,34,57160
Richmon,51,49700
Webb,44,51390
Schmaltz,62,25620
Mulch,38,38970
Wilson,51,21210
Basbas,60,33190
Casanova,46,11250
Mccauley,62,60000
Mejia,51,21110
Dominguez,36,57590
Healy,45,71220
King,44,10350
Mclaughlin,42,46210
Walker,62,58260
Coats,41,51300
Reynolds,49,38350
Martinez,54,72270
Kent,55,48190
Spivey,46,21370
Peloquin,39,57290
Alm,32,51150
Coffee,37,10200
Daner,37,49360
Gilbert,35,08250
Obrien,25,95420
Dunn,36,64480
Baumbusch,36,57865
Sipes,31,51600
Hodge,39,88630
Vasquez,37,21150
Nelson,45,17100
Firestine,54,42640
Roeber,35,24400
Lovelock,49,35250
Mayfield,47,76360
Kluz,44,61700
Noreen,44,06710
Sloan,37,56200
Goldman,34,68140
Eike,34,85540
Beebee,48,54450
Berrios,51,53120
Faines,47,58250
Huerta,36,06420
Parks,29,08800
Fulcher,46,36600
Hart,59,64210
Alley,47,01500
Johnson,38,22400
Vaughn,43,89290
Sousa,50,62860
Grimes,44,12640
Mansi,50,22320
Kaufman,49,16250
Kenimer,51,07110
Lopeman,45,50360
Herzog,60,62250
Casper,43,52120
Williamson,44,76290
Holding,20,33190
Anderson,51,77260
Bradbury,58,33420
Wakefield,52,47410
Taylor,41,69210
Williams,50,22600
Whirry,41,24300
Paxman,43,15140
Fitzgerald,29,28190
Marguez,40,50540
Thomas,47,80400
Welch,62,45230
Grant,64,35440
Rieker,37,56570
Reando,56,34700
Marsh,29,52210
Beagle,51,52170
Edwards,53,54150
Mullins,48,49490
Sites,53,67250
Gean,67,29180
Heng,46,02360
Brown,59,84210
Boaz,44,72120
Hall,58,49160
Bonello,50,08430
Daniels,46,64260
Wilson,56,57220
Mccrea,53,22450
Upshaw,48,63200
Cornwell,44,42640
Hoffman,40,60170
Potter,38,51300
Davis,40,88530
Cooksley,32,64390
Cardenas,46,14340
Perrien,51,27700
Johnson,48,05400
Clawson,43,27940
Hard,36,32230
Brevig,34,54330
Moreta,58,88600
Dunford,45,21150
Burdette,33,06710
Dececco,54,60490
Boatright,40,40100
Holmes,35,38480
Pierce,45,17800
Ivey,64,79370
Concepcion,45,51700
Poole,41,63560
Salgado,23,80131
Salley,24,14310
Hewell,50,52360
Shaw,63,06530
Fall,32,11150
Griffin,37,84240
Hoover,54,78440
Smith,42,23170
Griggs,34,72110
Pignataro,40,31180
Warren,40,76580
Naill,39,11600
Self,41,61700
Quinn,61,76720
Schultz,35,51420
Ibarra,53,14400
Hancock,43,50720
Mulligan,38,34270
Miller,62,34360
Davenport,49,52210
Obrien,46,54114
Hunt,48,71760
Jackson,53,43360
Parra,54,02600
Moore,62,52190
Nurse,38,69430
Meacham,44,57830
Joiner,40,17540
Thomas,52,59135
Mills,55,31190
Brown,35,65190
Ebert,43,80290
Cousin,53,60240
Rivera,42,27480
Harris,53,66480
Swafford,53,76210
Riddick,34,70000
Kueny,71,48500
Egan,40,62151
Underhill,34,62610
Hoffpavir,44,33190
Smith,47,57320
Evans,33,53300
Alfonso,63,81150
White,32,26300
Lauro,53,60870
Blackmon,44,51300
Casey,36,24510
White,38,86580
Hartwig,66,74110
Johnson,44,14400
Mcknight,48,41240
Erwin,37,54830
Jackson,58,54290
Hoot,54,87380
Mumford,51,50410
Clark,31,19130
Staten,46,10500
Mckim,46,31580
Thomas,49,52400
Clark,52,55500
Carter,57,01190
Gonzalez,33,98793
Frasier,44,08300
Fietek,36,19800
Yost,54,70190
Butler,59,62150
Rodriguez,42,57260
Jordan,41,08220
Mendoza,40,26420
Durant,23,36400
Alvarez,40,70100
Walters,53,47320
Marshall,47,69430
Miller,67,30210
Nice,45,14380
Goldstein,25,62530
Kerns,36,73800
Thomas,32,17220
Martinez,38,24160
Leday,52,63690
Weaver,33,04160
Ruhlin,72,23190
Baldwin,53,32220
Major,34,65190
Calisto,44,62450
Wheeler,44,34600
Stewart,43,54210
Maccarone,41,81330
Kimbrough,50,85770
Noe,26,68130
Burns,41,31460
Few,49,42600
Price,39,34270
Russo,58,40700
Butera,51,57730
Noland,65,64270
King,40,61230
Truett,58,70100
Jones,39,20237
Mintz,48,19140
Uhl,37,53400
Conte,19,38460
Rushing,37,28190
Harrison,52,29250
Bowers,45,62130
Dasilva,59,48800
Laclair,73,39410
James,44,19320
Jolissaint,49,49700
Napier,36,11220
Tomko,38,14400
Camren,46,24620
Ranum,50,71270
Montgomery,49,54700
Glickman,50,77320
Alexander,37,57120
Goodman,48,20125
Roach,36,76450
Voelker,52,14770
Atkins,52,22240
Lyman,46,25170
Kuether,29,21490
Amaya,46,67120
Rosenthal,42,52330
Kain,37,47800
Gibson,46,66260
Young,50,68990
Adams,39,49610
Smith,48,55300
Hucks,24,45340
Martin,52,88520
Wolfe,37,48190
Barnes,52,89440
Thompson,36,60240
Jacobson,37,55000
May,36,51500
Johann,47,42640
Whitecotton,34,08380
Knowles,23,67680
Scarborough,50,16200
Wimmer,45,51460
Lisowski,48,76370
Adams,49,36260
Schofield,44,02300
Hagen,61,02270
Manery,48,36700
Lewis,45,71460
Carpenter,47,05260
Mckinney,33,04700
Crawford,50,08210
Brown,42,87140
Schultz,48,10240
Womer,55,86200
Hartshorne,46,59127
Nestor,44,39600
Smith,54,88250
Farley,39,84340
Johnson,51,62580
Elliott,40,45170
Eidson,57,88700
Perez,51,77850
Dixon,33,36100
Kilby,53,08300
Long,50,32500
Snow,44,22330
Keys,43,21330
Rodriguez,42,22570
Rich,69,24800
Machado,52,55170
Stone,35,65700
Holcomb,54,57100
Wiggins,37,16700
Peterson,46,62560
Kelley,47,71570
Ratliff,31,55260
Robleto,55,45200
Bratton,45,52150
Glover,68,11270
Moskowitz,39,98722
Esparza,47,01410
Steenberg,49,64250
Fordyce,45,02250
Hawkins,53,07380
Lash,44,71600
Swanson,54,90170
Staats,32,70360
Baker,44,78124
Horodyski,30,32500
Gilmore,50,73630
Kirtley,32,13310
Turner,51,47140
Sain,50,73130
Bedford,38,31160
Velez,44,37250
Yerkovich,25,44260
Hawk,47,07340
Ochwat,55,11160
Jares,47,88270
Trogdon,52,77970
Adger,50,57160
Mcbride,45,30630
Tyler,52,76750
Vargas,56,61500
Deboard,62,28630
Pierson,31,27480
Flynn,44,69126
Hadsell,40,54450
Cooper,57,91720
Millspaugh,43,13510
Rau,68,89500
Gallegos,59,67120
Cromer,37,52240
Pujol,40,03240
Garcia,54,25320
Bull,29,25410
Villareal,63,62370
Jones,66,04300
Stidham,56,66300
Privitera,50,68110
Curtis,45,62610
Schmidt,42,17530
Johnson,54,71110
James,71,14490
Wade,67,89400
Forde,49,90160
Pellegrino,46,36140
Li,43,62170
Forand,45,57070
Ruiz,57,47130
Schreiber,33,73630
Compton,63,88380
Horton,33,80800
Dargie,36,06140
Stokes,49,04380
Otten,44,71360
Norwood,51,55210
Reed,41,80800
Colvin,45,80780
Walters,48,51330
Lambert,46,17700
Lotz,25,80360
Lasater,39,03230
Smith,42,15140
Parks,39,70120
Wright,31,38300
Marlow,42,59990
Petersen,55,76560
Maroney,57,31450
Chamberlain,54,12320
Delarosa,52,59280
Sixon,53,65240
Law,19,22450
Lewis,60,10170
Coleman,44,71640
Poulin,36,83111
Jones,58,21140
Robinson,51,49220
Montoya,45,07460
Anderson,33,54330
Dunbar,36,97650
Towne,40,03460
Hudson,41,83630
Cain,68,25620
Mathison,32,76450
Nelson,30,42110
Ziegler,49,32190
Stamps,44,62690
Newby,49,35133
Hayner,52,14340
Ayers,31,01560
Laughman,67,76620
Godbolt,59,41250
Bentley,43,59500
Rennels,52,52120
Hunt,37,62127
Newman,43,64230
Anderson,54,02810
Faulkner,41,59132
Smith,35,38590
Redmond,44,81110
Skeeter,33,21350
Trilling,74,15350
Wheatley,42,37320
Klinkhammer,66,76160
Strasser,50,71390
Lane,51,50670
Curry,38,80440
Linkovich,54,80560
Ratliff,49,59265
Jennings,49,55300
Craig,42,43230
Mendoza,46,76680
Vaughn,44,30440
Hankins,53,21200
Burkhart,40,80510
Weiner,38,32270
Ruggiero,46,52260
Lange,47,66760
Bowie,49,24160
Babineaux,41,13600
Blunt,52,24370
Bassani,24,23000
Williams,45,25430
Mosley,33,52700
Flynn,43,20132
Doyle,46,26400
Cermeno,61,76750
Leventhal,48,35560
Gould,61,45210
Garcia,61,81150
Barrickman,37,52700
Lavoie,48,21230
Manning,31,91640
Whittaker,44,50440
Dempsey,51,85170
Buckwalter,43,97230
Jennings,47,44160
Witt,58,38150
Rentz,54,68780
Garcia,45,55400
Courtney,54,12210
Westphal,48,63220
Breslin,75,72110
Morris,46,01510
Maloney,42,88800
Keats,50,50250
English,36,80700
Hodge,55,89310
Ricciardi,44,49310
Roberts,45,22800
Taylor,38,62890
Drury,44,60220
Connelly,50,59800
Anderson,33,31310
Vivier,54,58800
Cole,40,21120
Peltz,56,45310
Avery,34,62270
Hagerman,47,25620
Jones,21,63160
Williams,57,76340
Smullen,36,98703
Bland,44,39270
Schmidt,34,70100
Buckley,54,20270
Boom,55,45490
Bullock,53,70800
Wang,50,57380
Staley,45,15600
Wakley,52,19410
Hardeman,70,69170
Rowley,39,12130
Lopez,34,71800
Essex,31,08290
Nelson,40,12170
Levy,43,02290
Dunlap,44,89320
Villagomez,45,89240
Trowell,39,38350
Downs,34,29100
Warner,46,43440
Greer,45,51240
Lambert,50,17500
Noel,52,14220
Guillory,27,60650
Thomas,32,38580
Pitts,45,47340
Gregg,34,02490
Kim,21,30210
Donovan,53,14450
Ray,65,55260
Butler,56,59119
Williams,25,07190
Pettis,32,80430
Williams,59,32170
Appel,38,34300
Fife,44,64270
Dorko,51,02840
Locke,39,64160
Perrotta,53,45300
Strickland,43,24610
Hamilton,48,43200
Crawford,33,56120
Mikesell,36,01460
Santos,30,72330
Gilbert,52,27110
Blodgett,48,80510
Asuncion,38,16130
Angelovich,36,69006
Velasquez,52,48310
Craig,68,55300
Ledet,68,80300
Parker,36,29480
Frazier,55,22450
Gordon,50,82500
Harris,35,67140
Sandlin,43,67160
Monti,40,19460
Austin,39,66360
Gatton,41,88700
Cate,44,17240
Crislip,62,69580
Barton,46,31560
Robinson,56,22400
Brown,36,88270
Clarke,39,41500
Rios,46,38410
Brown,39,22490
Green,36,34510
Perry,39,09800
Valenzvela,45,64230
Rosner,37,88270
Kader,14,48100
Ryals,42,89480
Digennaro,31,01250
Oconnor,56,80160
Baer,71,62270
Ferrier,45,01120
Howard,58,62179
Morales,46,01480
Barna,50,24240
Turner,60,68127
Raya,28,79400
Jenkins,56,45340
Godbey,44,89190
Speck,52,38420
Phillips,42,80160
Winkler,42,10140
Weese,42,65220
Robinson,29,39160
Brummer,54,18240
Clark,57,58180
Roberts,45,84740
Cervantes,29,68210
Vera,44,73170
Lincoln,60,97470
Truong,47,25370
Burger,48,44550
Rouse,40,33640
Dincher,55,88360
Jondle,41,61360
Henley,37,95350
Smith,43,73300
Stansel,42,70290
Reulet,48,71140
Lamb,39,02270
Gower,37,49260
Pollack,54,10140
Mcginn,51,73170
Ultseh,39,60350
Fernandez,41,52190
Davis,57,42430
Garner,49,80690
Weaver,38,69250
Welch,36,70160
Aguirre,32,45260
Bond,43,50330
Ellis,47,37600
Phoenix,37,51510
Pacheco,44,57790
Moronta,44,76680
Bethel,48,71150
Greener,38,14420
Barnett,50,34690
Belanger,59,97430
Sneed,49,54770
Nicholson,52,24120
Garnand,37,79210
Close,28,53250
Gay,54,39700
Barajas,55,66720
Reese,48,48260
Miley,48,68380
Delgado,51,21450
Pitts,53,14270
Busk,32,46150
Campbell,58,09300
Hershberger,32,72170
Storer,45,46000
Niver,40,49320
Cuadras,27,19340
Witt,44,25160
Clarno,49,24380
Gray,45,71530
Bowlin,42,09230
Stokes,17,31460
Matthews,36,39110
Quezada,32,34750
Delacruz,42,80260
Amaya,41,57220
Runnels,49,09110
Kadis,59,09500
Bobo,57,68210
Mohn,39,29300
Clyne,62,80160
Baumgardner,30,15590
Carson,61,59114
Lucas,39,20226
Nolan,51,06670
Jeffries,38,33390
Wagner,34,27440
Pederson,50,77690
Stovall,47,89560
Schaefer,57,71440
Finnemore,39,64800
Garrett,49,11200
Kidd,48,69590
Porter,33,40180
Irons,38,37140
Allen,46,81340
Scott,37,72240
Grett,59,86190
Schardein,45,42110
Medina,49,27160
Avila,42,02540
Brooks,47,52700
Champ,47,08160
Ford,35,57870
Bachelor,29,32190
Collins,50,23600
Carpenter,53,55600
Waldo,39,69790
Thomson,41,57480
Patch,46,05300
Ford,46,38740
Mckay,53,81170
Stephenson,48,85170
Souza,32,37120
Myers,50,43210
Frost,25,60730
Becker,42,91150
Essary,42,65350
Ermitanio,48,29260
Hartnett,40,26210
Hutchings,52,39190
Oleksy,63,38440
Huckaby,54,14430
Reeves,61,54800
Lasley,47,67340
Perez,41,14700
Gilman,48,55800
Kling,41,32600
Stoner,52,84150
Nava,62,02100
Lott,43,46260
Pierce,66,80250
Lance,49,98705
Ross,50,85240
Whiting,63,56100
Swafford,33,78710
Vanschoick,43,76680
Brown,44,48500
Pennington,59,52200
Watkins,48,27150
Kelley,52,85250
Koprowski,49,73800
Bowen,52,24600
Singer,40,24250
Mcclendon,43,45390
Filmore,43,68630
Mcginnes,46,89190
Gonzalez,46,43340
Mcfadden,57,82500
Rodriguez,45,17500
Thill,57,92000
Poirrier,57,53700
Sanchez,57,17800
Miller,34,46260
Rodriguez,46,30570
Reeves,43,28700
Wilfong,48,57870
Fortner,43,25110
Smith,49,34120
Raub,52,64490
Nighman,34,34480
Walles,47,57230
Whaley,46,51500
Quilliams,52,24520
Davis,47,24440
Her,43,24240
Mcclendon,48,62810
Franke,62,22220
Williams,47,89420
Lewis,47,60400
Wells,51,38260
Gonzalez,49,80490
Bowden,57,67260
Mccarty,58,02360
Thomas,59,63350
Russell,50,56400
Anderson,45,49140
Aguilera,47,98742
Mcbee,59,76440
Alexander,58,67310
Flowers,47,24560
Costello,46,39800
Mcmurray,31,71490
Mccracken,41,52330
Williams,47,64780
Noel,43,67930
Alpers,39,97423
Weber,50,49390
Rivas,38,39270
Lozada,42,21520
Truman,54,67310
Hayes,40,37240
Baynard,49,61210
Flitter,36,61800
Papadopoulos,45,30350
Evans,29,68600
Hudley,35,73210
Woods,62,50330
Brooks,43,10320
Robinson,41,32260
Pederson,54,55120
New,43,80290
Roden,58,65250
Mize,61,41240
Doak,45,80500
Capps,49,10400
Lassiter,20,30190
Vandenberg,49,18800
Stewart,43,14710
Jones,55,10210
Lewis,41,41230
Haza,49,27170
Gonzalez,51,27190
Davis,50,78890
Anderson,53,60600
Pena,47,30300
Lashbrook,48,77720
Hardin,43,33240
Myott,47,05000
Wallace,52,77760
Sheppard,60,17240
Cooley,60,67320
Beecher,45,59780
Moore,49,27250
Lehman,49,93220
Wood,36,97233
Wilson,56,60640
Huisenga,34,69290
Moss,50,17460
Bell,40,91510
Alicea,50,21410
Horst,52,76510
Morrone,46,74500
Davis,55,52300
Aragon,41,45230
Debell,52,80190
Mobley,55,77650
Oneill,58,17210
Barnett,46,07320
Stefanatos,55,24260
Buchman,54,88400
Wolley,36,15230
Jeffries,41,41800
Hunter,41,01340
Strout,35,86700
Fulmore,56,12390
Bump,55,89160
Gabe,26,08260
Dutton,28,59122
Strickland,27,67660
Kalas,38,14000
Guthrie,64,03250
Litten,52,65380
Seay,37,02380
Well,54,87360
Calaf,44,64160
Burlew,47,54210
Moody,39,50310
Walker,31,78270
Rivera,39,62144
Baker,66,45480
Hardin,46,39170
Mendoza,38,32260
Meier,44,33690
Harris,44,76110
Devers,38,52500
Dow,41,21290
Slay,48,02210
Bennett,51,80150
Moulton,29,58250
Scofield,34,78610
Oliver,53,19250
Stuart,31,03370
Morris,28,23420
Viviani,48,33690
Russell,46,89290
Theden,51,01480
Little,56,19160
Wilson,57,55250
Hill,49,59680
Oktavec,54,65330
Huffines,47,76430
Cook,56,72540
Wadusky,44,93320
Anthony,37,76111
Deaton,55,71360
Ceballos,43,50260
Kuehne,34,28310
Meade,39,16170
Hudson,37,88550
Leflore,50,22260
Wright,46,74740
Chapman,56,57620
Gansen,36,44170
Ballard,33,72310
Hayes,16,31560
Moeller,37,55170
Bartkowiak,47,55300
